0.000000000000000000e+00,3.200000000000000000e+01,4.800000000000000000e+01,6.400000000000000000e+01,8.000000000000000000e+01,9.600000000000000000e+01,1.120000000000000000e+02,1.280000000000000000e+02,1.440000000000000000e+02,1.600000000000000000e+02,1.760000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,1.425526434978355642e-02,9.944782947185273891e-03,8.018344824595438972e-03,6.980329189240290499e-03,6.221451499836234272e-03,6.101317566366725419e-03,5.871946231480537279e-03,5.733007200448309026e-03,5.690008325493708247e-03,5.826601085883464232e-03,5.659273515098646283e-03
9.999999999999999988e-15,1.413326712336052636e-02,9.643118885359050832e-03,8.009831411508504598e-03,6.726994314739533076e-03,6.465991671632897661e-03,6.078771023608469520e-03,5.899059111670566791e-03,5.723019228519847339e-03,5.776506023913026769e-03,5.919817337831929059e-03,5.556296277426510215e-03
1.999999999999999998e-14,1.446052876100220597e-02,1.007832261531799341e-02,7.689616358458404265e-03,6.970487124746883867e-03,6.276970800977431722e-03,5.961044325430113824e-03,6.444983214258669449e-03,6.097451554547630298e-03,5.748563919801477108e-03,5.524934741911456323e-03,5.359289844971266287e-03
2.999999999999999839e-14,1.537196994258351913e-02,1.023500594118223993e-02,8.582715950737177663e-03,7.234473923935283261e-03,6.200339370347971932e-03,6.393639048727015918e-03,6.339060635099999161e-03,5.895282167460125580e-03,5.638846764036531400e-03,5.906232083987259830e-03,5.989626098431503898e-03
3.999999999999999995e-14,1.470252268412873715e-02,1.088966934604422045e-02,8.738203495488225045e-03,6.932597047285445069e-03,6.794445246957753377e-03,6.659594098504486269e-03,6.428991802974959313e-03,6.015856999996533477e-03,5.990943096638821387e-03,5.883111325436422498e-03,5.833011625913759116e-03
5.000000000000000152e-14,1.691486266822128312e-02,1.282501870368336384e-02,9.595970466894032658e-03,8.068373099104681270e-03,7.187204265999959027e-03,6.586500193208018501e-03,6.493709426419569213e-03,6.449828722308575263e-03,6.329058399564185811e-03,6.113755450368910799e-03,5.922831086375004300e-03
5.999999999999999677e-14,1.859022941875616841e-02,1.304843135084375258e-02,1.107938201612319352e-02,8.098127254122804500e-03,7.774428043525715044e-03,7.289574647994057771e-03,6.801756100393960454e-03,7.067990737499644377e-03,6.547747302261114170e-03,6.252038913490057595e-03,6.268018130851270124e-03
7.000000000000000465e-14,2.153176261961976812e-02,1.635754687605139174e-02,1.206650168630407985e-02,9.336077287918563908e-03,9.321391694532846217e-03,9.480247942221417881e-03,7.435812778451590492e-03,7.844040733722629569e-03,7.121677852278877549e-03,6.708521897899237876e-03,6.562544213425673852e-03
7.999999999999999991e-14,2.501471565891152590e-02,1.756014791822115700e-02,1.511151128926029388e-02,1.085445943476153960e-02,9.989069783555104207e-03,9.378691174607673570e-03,7.788003184975460236e-03,8.591957247221204338e-03,8.189034814614044172e-03,7.549551032047530259e-03,7.378627412993004828e-03
8.999999999999999516e-14,2.886172213370564663e-02,2.167833588176334286e-02,1.902722898536723939e-02,1.404616893359921480e-02,1.092269314114568783e-02,9.924272641706852194e-03,9.141342131027388809e-03,8.614653315040333992e-03,9.829034790633232876e-03,7.997066734651586684e-03,7.720114335930658434e-03
1.000000000000000030e-13,3.318789119036409663e-02,2.391674121525307409e-02,2.180417162271783629e-02,1.602087273993364064e-02,1.475585934319079834e-02,1.331004171874381262e-02,1.207075507336189887e-02,8.850347881305370423e-03,9.336752387643266690e-03,9.662328499095292414e-03,8.152716040160521566e-03
