0.000000000000000000e+00,3.200000000000000000e+01,4.800000000000000000e+01,6.400000000000000000e+01,8.000000000000000000e+01,9.600000000000000000e+01,1.120000000000000000e+02,1.280000000000000000e+02,1.440000000000000000e+02,1.600000000000000000e+02,1.760000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,4.729486267754199648e-03,3.950652177398064797e-03,3.969499652425064959e-03,4.117388012131576597e-03,3.414242066391414560e-03,3.255923616117309492e-03,3.716050700763527757e-03,3.772390175196902590e-03,3.591748449224265935e-03,3.805299638034564252e-03,3.527110876137411286e-03
9.999999999999999988e-15,4.625445768004490463e-03,3.909812982948095671e-03,3.922667515255803643e-03,3.666817293240351439e-03,3.940941606371640288e-03,3.492393711592013932e-03,4.032131655906263761e-03,4.066776641760070678e-03,3.872975768630189733e-03,4.112876230852329125e-03,3.377570709006344832e-03
1.999999999999999998e-14,4.835379194836151445e-03,3.761020027129864662e-03,3.829141464793179520e-03,3.589307598949397372e-03,3.903286636472779163e-03,4.110590564336632016e-03,3.913181623860118898e-03,3.840250506883257069e-03,3.771517851382230179e-03,4.074197904490856233e-03,3.540153667468611508e-03
2.999999999999999839e-14,4.534791849510236283e-03,3.687810445425023821e-03,3.566478470122939805e-03,4.246837497890003366e-03,3.558806453835632131e-03,3.796356845522212437e-03,3.770613655579389736e-03,3.776138729833184403e-03,3.980510156610105564e-03,3.479645134358613171e-03,3.579443834049834700e-03
3.999999999999999995e-14,4.998366523157917775e-03,4.215184730368344221e-03,4.169543374146255157e-03,3.705445191025023410e-03,3.609934487297816220e-03,4.016025069065324964e-03,3.808156782249490051e-03,3.505306079420194947e-03,3.610531040934055347e-03,3.528330547586239901e-03,3.826221535646476702e-03
5.000000000000000152e-14,5.238087381592324357e-03,4.234506604172230335e-03,4.219388558835371339e-03,3.618595848406124492e-03,3.873543190801151479e-03,3.975831034554603086e-03,4.182841329201638682e-03,3.571859204477815467e-03,3.637201467981241061e-03,3.277197761291132487e-03,4.044843450374513080e-03
5.999999999999999677e-14,6.108903480249640132e-03,4.441590877096565117e-03,4.420124580819946927e-03,3.984014772913569216e-03,3.761624096346620223e-03,3.912042533371202363e-03,3.905694495906539276e-03,3.624039169515628437e-03,3.971521302657705747e-03,3.962463850094987729e-03,4.007537506439742825e-03
7.000000000000000465e-14,7.398981219088599480e-03,5.003140761024030790e-03,4.856778973570120318e-03,4.569391912751928631e-03,4.240740254276646401e-03,3.975904996273134893e-03,4.320317953897532745e-03,4.278785534776015365e-03,4.121248211336876049e-03,3.806898420269564341e-03,3.651855416159814800e-03
7.999999999999999991e-14,1.066362149334487523e-02,5.887646152095072499e-03,4.751254296163127770e-03,5.845595587817770458e-03,4.470335011281812918e-03,4.752357116781658584e-03,4.353385187597071972e-03,4.189033451382886790e-03,3.779532314583387495e-03,3.837638639513306447e-03,3.588667657845239899e-03
