0.000000000000000000e+00,3.200000000000000000e+01,4.800000000000000000e+01,6.400000000000000000e+01,8.000000000000000000e+01,9.600000000000000000e+01,1.120000000000000000e+02,1.280000000000000000e+02,1.440000000000000000e+02,1.600000000000000000e+02,1.760000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,6.487256874515171488e-03,4.060814609070746359e-03,3.436471214232809414e-03,3.284377976941412966e-03,2.873441750052379163e-03,2.918204938290650668e-03,2.916309204195461496e-03,2.896070921328166691e-03,2.784995080213900805e-03,3.070224750197924051e-03,2.754758051870948889e-03
9.999999999999999988e-15,6.212237146062863855e-03,3.891792109949098258e-03,3.337090424443668601e-03,2.928242519598923520e-03,3.013866628919135982e-03,2.758636630271998728e-03,2.816263663575174683e-03,2.710856418749071212e-03,2.829133400090697720e-03,2.995662703186507785e-03,2.578372066626173978e-03
1.999999999999999998e-14,6.378387905806384012e-03,4.110285986642230570e-03,3.228305623987475729e-03,3.292302446208416125e-03,2.869812143414057336e-03,2.956384310006581004e-03,3.280775439945893615e-03,3.063410227430160126e-03,2.723308925979348125e-03,2.609087837866547795e-03,2.488558427924962048e-03
2.999999999999999839e-14,7.493966117131157546e-03,4.412514731693347597e-03,3.946977870814531546e-03,3.355365654101543239e-03,2.980279286403546019e-03,3.174539177896838413e-03,3.218933212604581286e-03,2.939469222484616777e-03,2.780162568598586268e-03,2.955298674460205867e-03,3.005999011817189238e-03
3.999999999999999995e-14,6.794177632720876762e-03,5.074698986954562230e-03,4.051512356260492630e-03,3.078608478511378130e-03,3.274647871946104183e-03,3.395290782388384141e-03,3.301555706198488864e-03,2.976842435660544909e-03,2.845587312112076318e-03,2.841595095967676225e-03,2.924718016315206327e-03
5.000000000000000152e-14,9.322743563739964087e-03,7.221685536433107393e-03,5.265684875175925296e-03,4.203917419799546411e-03,3.587060393236194029e-03,3.201641147507888144e-03,3.093534375346139367e-03,3.211606047335212235e-03,3.079740573646864467e-03,3.108571091361846984e-03,2.918826198519494045e-03
5.999999999999999677e-14,1.039726581248510626e-02,7.772758466287214840e-03,6.844907202426773161e-03,4.072654274937434135e-03,4.073262392406009832e-03,3.865404230927527770e-03,3.568730464277255956e-03,3.823005118781655932e-03,3.277665364485897979e-03,3.011045824908097947e-03,3.018009659659758558e-03
7.000000000000000465e-14,1.350146893590152379e-02,1.101846425017457935e-02,7.297941464539427388e-03,5.237087367343092222e-03,5.705457841430645362e-03,6.555876486659479620e-03,4.107209360320059933e-03,4.558653066671709136e-03,4.218543642598161260e-03,3.733425263896431034e-03,3.347312115960775995e-03
7.999999999999999991e-14,1.693167413685381720e-02,1.172500367988314578e-02,1.085402146147348632e-02,7.200024957429047683e-03,6.172471917254615699e-03,6.205764158321666439e-03,4.699563619695863552e-03,5.482234018606126948e-03,5.221182278422460861e-03,4.585016572767794049e-03,4.057790483309705980e-03
8.999999999999999516e-14,2.015204327981836088e-02,1.550473899640868701e-02,1.428517017214719041e-02,1.031406634070362871e-02,7.074493060278154270e-03,6.248284252451722504e-03,5.933988557674596022e-03,5.145049676584164192e-03,7.022825108988216790e-03,4.758731150773346484e-03,4.479530434022250228e-03
