0.000000000000000000e+00,3.200000000000000000e+01,4.800000000000000000e+01,6.400000000000000000e+01,8.000000000000000000e+01,9.600000000000000000e+01,1.120000000000000000e+02,1.280000000000000000e+02,1.440000000000000000e+02,1.600000000000000000e+02,1.760000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,1.098038693831317365e-02,8.323728010358672977e-03,7.348193713436639019e-03,7.060409784937563861e-03,6.260681502757049245e-03,5.937605649611509863e-03,6.244035879090615616e-03,6.227593025548055876e-03,6.089566334868639144e-03,6.452316150065965338e-03,5.960967116864104506e-03
9.999999999999999988e-15,1.062281343564987560e-02,8.529234899996827185e-03,7.496354677047477322e-03,6.788566687042227148e-03,6.604230093979169061e-03,6.131446728171429869e-03,6.558702718608941037e-03,6.579782423713782108e-03,6.440043522089752837e-03,6.729165274779697753e-03,5.824827165078321108e-03
1.999999999999999998e-14,1.154934984495779686e-02,8.124859215453658287e-03,7.182792146229525360e-03,6.547887995685458193e-03,6.738829761018829551e-03,6.661577503573924003e-03,6.511797989202835688e-03,6.252017054072583555e-03,6.400606300265379058e-03,6.740799894867962293e-03,6.056280251914743229e-03
2.999999999999999839e-14,1.078989440747508619e-02,8.251783574446896682e-03,7.171103183137570065e-03,7.432075284984250400e-03,6.473171158086701502e-03,6.479467578087158043e-03,6.496103681828389355e-03,6.291526309848136274e-03,6.623854140832372006e-03,5.914062884481261113e-03,6.162487607445571620e-03
3.999999999999999995e-14,1.152993232835050272e-02,8.876179477783574523e-03,7.640854891366476165e-03,6.976916508525242422e-03,6.633598811803665188e-03,6.955978244515097220e-03,6.548419819470269188e-03,6.271679098962505347e-03,6.270122666143904296e-03,6.215665417624775466e-03,6.419734057536687077e-03
5.000000000000000152e-14,1.180693801640901944e-02,8.842355005696295525e-03,7.969680993019709683e-03,6.852827911272186753e-03,6.821317137758359760e-03,7.012710112744419827e-03,7.068781726524867720e-03,6.191070123000694606e-03,6.538142548900396749e-03,5.788299552803445602e-03,6.708976394263690447e-03
5.999999999999999677e-14,1.224510983053372568e-02,9.244925107208369977e-03,8.383182184138500762e-03,7.287136426605911668e-03,6.880682979501888397e-03,6.861928841588835724e-03,6.834205794929595554e-03,6.585957367170784151e-03,6.889904360495355436e-03,6.852576145429098431e-03,6.578177841462248994e-03
7.000000000000000465e-14,1.386380359432813451e-02,9.734837199352561893e-03,8.930934817711261298e-03,8.212444131539979597e-03,7.518911040206114997e-03,7.098109849671510249e-03,7.395728757236430528e-03,7.074227040392992542e-03,6.956342160879464172e-03,6.708340448043017754e-03,6.543312332135231557e-03
7.999999999999999991e-14,1.662773094722722056e-02,1.087527341411409151e-02,8.837384728578140738e-03,9.391448825016425125e-03,7.924885624703913167e-03,8.219235602051185030e-03,7.438894557358038777e-03,7.318461701094267774e-03,6.794802828695920005e-03,6.674751738531932259e-03,6.472274120663257246e-03
